rating,ebird_code,channels,date,filename,latitude,sampling_rate,type,elevation,file_type,longitude,time,common_name,sci_name,order,family,species_group,20Hz,21Hz,22Hz,24Hz,25Hz,27Hz,28Hz,30Hz,32Hz,34Hz,36Hz,38Hz,40Hz,43Hz,45Hz,48Hz,51Hz,54Hz,57Hz,60Hz,64Hz,68Hz,72Hz,76Hz,81Hz,85Hz,90Hz,96Hz,102Hz,108Hz,114Hz,121Hz,128Hz,136Hz,144Hz,153Hz,162Hz,171Hz,182Hz,192Hz,204Hz,216Hz,229Hz,243Hz,257Hz,273Hz,289Hz,306Hz,324Hz,344Hz,364Hz,386Hz,409Hz,434Hz,460Hz,487Hz,516Hz,547Hz,580Hz,614Hz,651Hz,690Hz,731Hz,775Hz,821Hz,870Hz,922Hz,977Hz,1036Hz,1098Hz,1163Hz,1233Hz,1307Hz,1385Hz,1467Hz,1555Hz,1648Hz,1747Hz,1851Hz,1962Hz,2079Hz,2203Hz,2335Hz,2474Hz,2622Hz,2779Hz,2945Hz,3121Hz,3308Hz,3505Hz,3715Hz,3937Hz,4172Hz,4421Hz,4686Hz,4966Hz,5263Hz,5577Hz,5910Hz,6264Hz,6638Hz,7035Hz,7455Hz,7901Hz,8373Hz,8873Hz,9404Hz,9966Hz,10561Hz,11193Hz,11861Hz,12570Hz,13322Hz,14118Hz,14962Hz,15856Hz,16803Hz,17808Hz,18872Hz,20000Hz
4.0,aldfly,2 (stereo),2014-05-17,XC178481.mp3,39.9936,44100 (Hz),call,1600 m,mp3,-105.0897,11:59,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",833251.7471439037,560682.1053359676,655366.9689192924,651614.7788266316,606663.9457876632,657274.8662837131,678334.5407499297,657577.5017480387,637847.7214953505,574982.9679754307,631953.0087574788,600929.157348138,559780.5603034068,692534.5236696773,938424.1252353558,990107.5994749728,758464.9179219697,887890.9858331191,970243.0747314382,1139388.1241552155,1360545.357408016,1406632.731220504,1099954.5642681103,2274272.824777624,1351055.8349599142,1513050.308144078,1752584.1880691152,1686379.8134799502,2190002.4974594694,2042188.6725154868,2105534.913247679,2555077.322157189,2927732.311630958,2547590.0906080287,2488473.9870040067,1633754.1617013072,1361648.6051901248,1221614.3668681546,1178487.4958282365,1642743.8421790856,2815682.079668458,2159437.259410754,2253307.5304682665,2373811.9698651875,4087555.912220062,4234074.169062575,4113504.5909695313,4373503.09425529,4038306.6654068907,3132642.477951138,3137894.41188747,4460418.464683438,5439039.4027547315,4671692.861919379,3873263.4085246683,4342934.987013681,7237539.670305464,2732132.466726735,1817444.5993102114,2743436.5343399127,1967863.2141177128,2113766.614976735,2284316.21066029,1800159.5556687727,2127352.8600312173,1309853.5295654049,1188420.3562890273,1123028.1689531899,1279415.9095536612,811522.5599584739,821552.3087870206,711229.0049367743,684081.5534169851,815899.3435094556,739731.4258269708,678739.1277836909,764383.4410651841,661131.9780639458,484510.8476455795,424932.5728074063,542914.1195923815,512444.27177821257,476074.24426394666,465765.66452221415,419073.4960589804,369003.26646237547,347124.474780819,315793.82479189354,265081.8859139157,293692.70513084676,302823.2749708853,448606.54135792627,579419.4611517645,728400.0212837498,1260150.5404527045,897122.7712437019,498762.97645037295,394809.7218696028,389042.6155460158,495731.4655140835,378973.9480617181,335211.43976353627,393384.5284886445,397180.9823618654,327809.81650740677,211369.53692469158,146703.88539926836,94290.1240729969,67769.86434031109,53663.26904569536,40426.7428930944,31598.965411725454,26239.508808348655,23954.79708208845,22444.060775553997,21642.862552785733,21366.96046877071,20784.997682370245,,
3.5,aldfly,2 (stereo),2014-05-17,XC178485.mp3,39.9936,44100 (Hz),call,1600 m,mp3,-105.0897,12:12,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",4158.149433100789,4193.965358932543,4193.209773002732,4069.8187005624395,4472.48804127506,4985.949430134344,4477.16548317814,4260.806485785056,4307.6955742953405,4357.908397654333,4888.922621103078,4675.162822150777,5769.623728702382,5682.476313684112,6972.93678045859,6783.607255099004,8331.562411484963,6894.474691615677,7497.241432998081,6395.755480204902,7946.945062239646,9743.246836351575,9768.03064379084,11881.703666344114,11236.603363366998,13260.09532462938,12899.096285274081,12582.781689559326,14127.780777673903,13614.966777954172,14340.63582649033,14823.790354532568,14115.77847866042,17264.867368923424,18381.99100808954,24543.7587088136,30663.77136365311,40270.445526603595,55468.79203209763,68206.54149505956,71537.33220702063,75747.59391224821,77787.61880618955,85770.19224435496,86284.08731883463,93954.11893389259,91269.7521234,86071.25279645431,83448.95728066865,72013.04900513876,72408.92269032665,67571.25334264553,79904.8914273944,108599.03399757584,123835.83041245045,149151.64279627896,140635.79607950794,135096.380585478,133924.38977250896,127855.31049226945,132192.8933186355,148075.6300292881,164653.79349403578,190233.79217982624,213440.6496009562,225933.98581525698,240140.7574020536,241917.55089086105,250856.21531748484,260877.66117565447,256893.5278731181,271818.3487259993,278027.87506000814,277327.0786831756,288119.14859555924,281871.9944826363,278358.1113177419,276408.8568051691,277370.61910166487,276562.5832254845,270889.17648294236,317539.17786895076,294263.3015341713,285067.4009967707,285347.5657552931,323136.4933094012,370532.98781609867,398015.8899010379,493551.4433160355,580341.5706719136,806370.558707514,537468.2007788373,498162.49250150326,454164.42755872273,427977.1227012016,399478.4293079747,415935.0869738624,502509.1321120875,501697.4511677978,494971.44181790133,585654.5835335217,502841.7796351847,471344.03651156876,417239.809019942,339386.96683662676,307255.44792269764,294040.1580372276,323151.11148937023,325619.2238741594,287511.8772882609,188840.54911296,144984.54339765274,107941.91042012541,73722.60867367515,57694.74697332376,50528.897429963115,49166.95427460631,51262.360106018794,,
3.5,aldfly,2 (stereo),2014-05-24,XC179417.mp3,40.3722,44100 (Hz),song,90 m,mp3,-75.508,09:12,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",739478.8365173138,709404.8121255484,767701.3839415191,512843.26629899367,535403.6471127124,479768.04698623007,375370.08430101885,405749.98608491453,240478.68257042835,271106.82757390983,292595.075773003,248218.3095314735,199286.04819696562,174011.6219399611,144626.28745384028,111685.41578738064,123894.18861888917,113870.42961537575,126353.28760913167,121476.71647224383,116402.596942254,126144.46429795102,119451.77318532653,103927.23615141997,111420.22243003958,94845.08774843716,86187.807109532,89572.13345044876,60601.03968387913,77115.23810560352,94334.14691069679,99163.15545461973,115283.59211080165,73670.13615408666,65780.98971060709,59222.06983145796,60688.57789400173,42040.34197020455,38354.971479439475,37471.5405654055,37538.93019581827,44541.196909007675,44262.16985475262,45649.34844678532,75717.81818583295,49231.37644571512,50690.08611281422,67136.21843335188,67105.0678585296,64401.00234642787,74114.95457755374,79586.82686362816,82536.12810065673,94891.2698353505,111435.29880638664,119793.73365355413,116538.6068468448,120756.09906161939,123905.8569273007,124548.3636070027,148575.3701027089,180553.0108579892,215182.00595230638,248419.08101680933,262199.7365865424,277794.1432307019,290746.3873919076,290117.0352202488,280071.4886072853,293018.96749168023,284549.4549882824,280506.58698188374,339279.62886609935,427368.3425607099,388348.23196176277,316301.590234289,417484.7615004243,690705.9456840076,986162.4175124383,918303.0462602318,982964.4769902289,1061584.212940863,1325105.050486945,1672920.9371935322,1865866.0484292028,2774117.494571149,4030975.6078404374,4537253.201661745,6546350.644509016,7351443.772090214,8576624.472884005,7411145.716039454,10147887.383751865,13959567.884191964,8921763.92074623,6470509.676946146,6298358.097356903,4440107.886168011,3689864.860052949,2672778.094506281,939834.6390796754,201181.13664966915,173350.1399652283,168882.62989416812,189376.57049304774,176216.29386113447,127423.83153613764,119816.0354903501,90719.66235750364,70656.32746112555,60115.01776875242,56720.589673277354,83873.92794755801,67148.77901588829,52262.050352201084,35956.86171552011,30204.93206314248,45334.29740960115,,
4.5,aldfly,1 (mono),2014-05-25,XC179600.mp3,44.707,48000 (Hz),song,300 m,mp3,-93.329,06:00,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",613645.9880525909,725739.3005650582,841494.3666952834,953640.4882038182,886464.9944028972,801423.0378977688,754619.8774571322,588061.1435616765,527105.4668083905,537123.0741707467,515913.2582652016,473611.599409712,410296.38107808284,463931.51397692465,438251.17413646885,435265.8801820686,449985.7408166661,1125824.1592657594,610925.7149328848,437553.50517386256,391069.58172902337,470393.890763408,733747.417899126,1330463.507644459,820641.8773510418,574842.5421262421,468317.9080594549,470924.57801413105,508195.3549658713,889118.0034498918,512857.10800493,410878.53987902345,483487.35806369764,437232.96163665515,368242.0726925863,280999.3391898485,226347.73806490237,189712.4113514809,162493.54190722978,172893.33163836453,185015.3756116274,219188.98080173618,252883.01155672173,215022.74265406618,218996.01687642653,218052.14895873738,245661.7752625961,232062.4746947439,229182.29543145487,241687.53373784787,205914.6671425574,201877.19094637575,195967.98128496317,176278.50533279733,162962.40998661838,153682.8753946407,144435.76651578612,128093.36235834254,96199.76480315393,84493.17923613467,84511.65442317128,100390.25774704477,120314.35400346547,109953.35885251823,117225.61233063997,146019.5467395297,177485.79982607908,219320.80055936216,176835.47284139425,213880.24526750218,134721.58891075314,119810.07347251107,141834.37393961716,143728.6313903276,227791.3589164233,187175.15758433446,117633.7826764027,113025.0140720253,144511.38140478544,220844.9328310339,326706.1912804509,519759.5270490652,663918.5860326379,754906.367032051,1187724.4907709346,2100815.1112526255,4433286.087312289,6131661.641565053,6805814.250670349,8645212.424468063,10273451.35605633,10195849.586086664,8627259.984583229,7163693.2873907555,4406844.63105332,2881185.8293092707,2524530.8512413544,1584926.7272603358,1672644.3812982282,1269902.3827363495,820404.5664946939,394807.7754423734,274562.7037703039,213525.43632012373,204880.13724217613,212352.392262778,151740.9141998644,82711.88070804342,96229.2761451218,60004.95341622429,83131.76755146719,98767.55694717987,111710.08115302947,75053.70736449394,47889.013078339296,36373.32328623024,539.9568684018604,540.8717056812791,,
3.5,aldfly,1 (mono),2014-05-24,XC180091.mp3,40.1119,44100 (Hz),call,30 m,mp3,-74.9651,09:30,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",13843.2051879673,12972.05004237448,13034.006221914555,12440.021123497369,13294.980204504362,13511.331576672517,12376.486212587273,12060.936107173018,13037.985180784672,12904.121604438795,12344.81228488593,13478.020877429486,13157.015073016408,13551.080385413255,12950.001626768826,13004.70771043696,13355.233673930079,13111.201576473286,13046.61933417738,13609.765472506706,13822.619229930751,13391.45529486995,13701.191243810466,14385.419684379556,14564.577432321435,18726.98081366132,24900.230309294675,28479.830959954794,117718.45415708418,66313.2944890551,96645.51438324693,105011.89251181124,145451.18939531018,201950.54585483897,223768.7825517196,216268.86988881926,256172.29943141737,322650.0959611281,282723.36562734435,273757.6682335803,467415.6245806874,320491.4482078007,411596.5016571693,386453.88841712027,535563.4439069334,686620.1552921799,685575.4172837627,861937.9040006197,835723.8320680428,1071235.8870596464,1006974.5898979753,1147731.096341975,1421401.4037042132,1435520.530409009,1654728.0430666069,1672474.7946175358,2400922.879090433,1902113.2643295322,2085796.850220153,2590382.3804571517,2099077.673956138,2223017.7947173105,2164674.5148280947,2223991.826566503,2819483.3118714844,2340609.646033817,2425727.1625467814,2316339.4499721546,2407088.3793889536,2186831.4347965303,2102609.9634929667,2025659.9311785568,1779136.2224514654,1696955.6608309003,1727073.5647397488,1562475.9128816335,1540135.840200788,1427747.7742516275,1573643.66701615,2195529.469766778,3415923.051306677,4179738.1518980823,4328228.349426059,6244726.31170826,5342082.316354635,5166870.841261053,5100426.152825708,4567060.77045058,3601433.866280319,4138892.597177202,5166717.259178948,7404951.435124449,2480681.6921219868,2367400.3842088417,2088769.5357054407,2088659.9256771444,1926513.6054424911,957621.330487094,569518.8566875191,492137.984228583,436053.93984462065,415422.0260926719,351921.75899218937,327993.63005271944,281998.4438086396,260800.66176462223,222932.7308388627,206156.70220138956,174787.46229632065,154739.45353940382,135852.5749027576,108771.74404195811,95326.53251463393,87880.81877740775,81129.64336075238,50077.04186245583,38565.386759622605,34329.986941987656,,
4.0,aldfly,1 (mono),2014-06-08,XC181484.mp3,54.2499,48000 (Hz),song,550 m,mp3,-110.9842,04:30,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",536257.7981703482,521130.69274598395,527754.6353334517,730053.9458407118,568838.0181695262,486020.8093517891,417694.7115874026,387955.5884323903,453424.2409808816,519280.6964823549,430160.91599159164,373907.33853207936,403353.92756794253,471059.9561649512,480297.0174459609,652235.0095905701,501625.64184570784,485614.69744998193,488210.97965107294,396878.52129692025,423117.8484833216,397627.8992566729,510624.7949140345,394796.8727243907,416253.10040506435,477569.71783115476,425468.4855403686,415996.4699930293,366323.72744891397,422168.9064866407,384135.5375958573,366746.5127533847,437239.62308351515,374871.06794369407,348001.6938159769,353877.75012418564,327361.8459393761,320154.5403196461,309756.5060515552,281445.96213812125,273783.10375592916,257357.30782913612,263135.76663829904,260469.29648045657,229418.04726516316,238639.9904273085,239615.38754092398,205214.7338158969,208290.07257035538,222081.15039749737,213667.05690579285,220475.8987408711,203620.84662907242,217399.22947561482,211917.05060036253,196154.97050860562,189759.383423888,184348.68577794725,181655.3065008902,181965.4316929524,171268.43291877233,211307.23244089077,246175.67396635757,156576.39587730926,160303.1804247806,574503.4623501962,217494.34710806838,242873.70670796273,205613.82257766795,176809.90802145345,253997.14114338707,174657.16987064987,253103.97882497552,198156.96974858057,216295.58470592494,151162.25294941704,165852.1260707241,270543.23075709835,164081.18774205167,172325.75667530988,190297.41391434165,1457460.0989353207,876405.5874055059,514315.0852857176,735100.7948975548,862284.8315812908,2434192.3667230248,2109819.27775716,3479032.5537292263,5732471.211614188,5195617.345345201,4041831.0814989693,2257826.886031109,1492610.2181773533,1867706.1541281457,1969090.9318093704,1568836.5936721745,595541.0637147891,452395.40390936646,331197.20738130703,257696.39835565645,173336.15810468287,138861.5238407054,80786.36777821634,59038.26806844734,50661.91646729807,44002.22897331652,41465.27256416268,39000.01531841929,35728.99679442767,32537.75775269118,30250.46604140252,28799.90199186847,27467.518916106943,20388.664066031863,312.6151756731307,306.74330650534887,307.3902607523724,,
4.5,aldfly,2 (stereo),2014-05-25,XC182735.mp3,45.0336,44100 (Hz),song,180 m,mp3,-72.5555,06:53,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",824.8079747783946,776.4957986295177,760.2091827560317,710.6229987458306,705.1502458384928,765.1667004747571,719.5793470473287,682.8675052395628,715.6255843356926,646.102278619773,595.0896500589344,631.4881251886943,616.437792144915,644.7943373627327,732.5246512900861,757.7737406694495,792.9438469046343,804.6129645093399,812.0780799732347,805.3164115101983,734.5350084351318,694.7006987815322,693.3086955776118,661.9177396562355,738.9997360735429,825.1701645020258,931.0939955132785,980.5153098620325,849.9986756300887,725.2008060276518,695.7657228511754,945.5234636109448,1146.8021041066922,1122.862324574153,1069.798450405438,1176.223513887812,1273.1844049663703,1411.4645787665174,1925.0266605842253,4772.812716723294,7122.933402804135,9400.105785622984,12454.10869514038,16510.99821196904,20600.598243474727,26217.279308037894,34600.76077190278,42921.418909153406,48018.012382286775,54859.35795238864,60820.50915692553,66722.20921395818,61749.83996848659,64004.14801844839,79036.03361688675,82293.83369917172,88954.62052544439,88955.40209920399,86752.45093870962,105383.21800565254,94809.3279099339,109286.12232165557,106642.52859457716,114752.38610968117,132628.9687973655,168809.14044160032,206752.69112087946,286051.86337642925,301300.4553087805,288447.6791532991,271914.10918486066,233222.5787389838,202600.7987891875,174589.41313917172,219314.76550654467,204059.6966622561,191497.36125689227,258481.7413644231,491919.5497850494,834127.2719393838,1419372.9757560228,1900509.456784552,2667381.3830607864,4338851.275897253,6216321.78047358,7699587.618200994,9219692.901623577,8756220.905909233,8697742.18595588,7970074.560986094,10114417.599581173,7223929.652517192,4759477.489393013,2262417.443363484,1787230.730334031,982836.9937713918,818302.2090693805,514615.82971307606,501614.0085622603,337803.17711505987,259595.20927960472,203438.9027652616,141458.57170921704,128865.47496939087,95715.05479589956,94086.93350528667,96075.24170495314,94120.0706221152,89989.28971272321,92411.75879787731,93347.59474219606,94795.81732378039,89573.68707515647,92556.91404403848,83149.01073129507,63694.06487415175,48003.07527367653,30881.519702752586,,
4.5,aldfly,1 (mono),2014-06-13,XC188377.mp3,53.3866,44100 (Hz),song,1100 m,mp3,-117.5883,07:55,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",869.8107561500218,784.2510052004767,773.6558956016382,787.8863792461603,770.2941657844626,840.5645745369477,765.102982826271,734.4228800690577,800.3586594220559,774.6778845910629,754.6312076270201,766.4581292335741,833.058229737749,797.042630342843,819.730523860763,849.6486971406368,837.9888988608631,880.8899664920636,819.5732220534079,836.8928596068394,860.0207606009768,824.5451983863669,800.614888563842,783.1805179479004,802.9114340793922,845.8391424762469,841.641023709467,925.7575255902375,841.5712205324722,805.5194336737504,825.3052316142569,889.6670674466368,957.5525083526735,1005.9910395226577,1045.696763742164,1163.4484384467005,1358.6851024712637,1602.3511212421254,1770.803776323471,1933.5545386067502,2175.4005051673066,2649.262012643011,2853.619514308555,3785.256062954187,5610.179038916738,9451.697524535202,13324.184699154897,16914.929946660413,23894.286829602126,32409.56984367076,40828.80773030158,46309.90506840036,42566.38794511567,52240.27013452891,76397.04200432876,70185.97487694291,63269.15818056779,62133.14639463829,128876.74078319209,69704.46552280735,51584.65332104149,73705.7950593479,89983.33250976642,107776.04001714785,124364.88212170106,137868.8200370197,171757.40812401264,205180.09734842277,229391.04279651717,243186.2167883793,245339.15104545618,271939.511669497,301034.6987150334,312990.74975177564,337359.61670505424,345607.1536027172,477927.6480360163,335423.3641711417,316883.83224509226,319431.3881490415,343040.54655730043,576797.0180941775,814772.250780514,1441267.570649667,2586025.4616227555,4860454.382884344,6730057.594978451,8068309.2356441775,7751120.870716054,6824649.908699753,5953642.695762268,6672320.453161857,6072145.8443536945,6281357.739737447,7159302.591368254,4849726.6654427545,238927.7131205501,177247.8470410766,143476.86731749072,120454.72711600436,92678.54024218547,74630.04290579417,63148.91356493365,57136.60824409001,53924.37677393484,51119.99689533342,52876.94392881908,48657.12799030977,44009.88947171021,43000.35900054335,42251.939093211,44460.846881609934,48147.70857126019,48547.50899609104,46792.80696989736,44910.684718018914,44849.92589596622,44684.21295102561,,
4.5,aldfly,1 (mono),2014-06-14,XC188432.mp3,55.5267,44100 (Hz),song,750 m,mp3,-120.0314,04:51,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",386.2212801666148,247.18830682905616,300.90397328700885,307.0579360251767,291.66831646054254,278.267148251329,297.01740268803303,284.5820393801269,324.8560356202589,315.77940739373594,259.58698638891576,313.47120228386973,324.40115609286227,287.9058443416141,292.92138633344035,291.0239419911442,291.9005676485796,290.10935724987354,278.222207255365,306.76119015099454,297.33728249072624,275.266373313134,298.68344349183155,298.1334770496884,317.22768193278495,286.13902773349196,287.0869365207201,292.6613055266446,288.19367680580166,316.4662370143183,295.4526098325135,306.81310181430183,304.53865659946695,321.5787988646078,324.7635859565197,338.1766130360232,365.1929238537623,375.5764345824062,343.5523380963619,346.01695950490455,346.4765167304106,375.7445522391611,406.71944287306115,456.9673578874896,433.0987958511845,462.58453094387187,501.847241122629,881.8533117942097,1028.0717168967356,1249.9138535990076,2416.3218255766205,5355.309323995228,2354.8855208537793,4860.6470980833,2793.9736616887676,2606.6732376117984,2924.574116303395,6926.693091471385,11751.736074712837,8126.330784164383,5218.327582099418,6668.5298329150555,5993.7457675392,6224.603843815165,7743.681532273584,9990.245114304818,15635.988986616116,23649.520851766476,32279.421215007278,37027.71752082131,37566.55493354514,39049.19857566086,43137.759693415624,40323.539418510074,40711.61071857567,44497.99532711361,45821.349139383296,49379.592897324306,56484.51847166207,56502.81123033862,81014.24262603869,141663.06339227475,294567.0801291533,689155.6330832085,1845830.4053084715,3936530.924045876,4456989.736947467,4847797.689383985,3453112.7259535124,2541157.20336223,2268895.855536058,2200252.998887626,2129441.7340872786,1867700.928734515,2607348.698490267,1284002.0971599056,679608.3997253684,221654.0151057942,158716.80358153154,121619.13370923774,85099.97075870342,71325.20086164803,59583.61574859004,36845.962831560966,23535.493776591924,20410.80842833264,20108.800428452025,19013.073474051987,17578.094869388548,17371.24921987632,17335.620732792966,17744.656546491024,20273.099936135615,19463.2628494823,18540.253526556266,17303.713149288436,17221.865629989043,17089.74701592572,,
4.5,aldfly,1 (mono),2014-06-14,XC188434.mp3,55.5267,44100 (Hz),song,750 m,mp3,-120.0314,04:52,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",425.19150097522026,371.01431917053867,409.40684148340364,378.4964987580326,411.8185583204415,434.9109937149851,393.21672388353284,416.06983161234723,370.7687033423075,420.70189039194173,366.025787548927,382.7751164644465,416.1056245386055,400.6538491582307,391.57931566562974,387.1058539215602,396.4836315157612,419.4581091426663,408.47961311980265,404.02009699427936,438.1684755442873,427.29037637904895,406.3192381423646,392.2053773786454,427.19777087389224,452.54478776032306,451.9959605011234,421.7947290356591,432.4328043835054,430.03104163560766,426.8267506015593,450.63950092823336,503.53460429225305,560.5141965187521,687.9934510279738,817.2713104221182,822.6038364239732,1076.3195285558704,1097.5909565759384,1158.0804217368202,1283.5807266322313,1606.521556900108,2472.892532774693,2649.151556237302,3111.168338551613,7529.956111826457,8224.096272799423,9797.011937034285,12087.31149639964,16050.768898228253,21466.003200025374,17885.69365753762,20495.04389287713,19540.37624796403,19808.0843314497,20141.240824939847,22760.635503167185,27771.927522588878,34315.01372804079,36142.07209066048,24433.912234337873,27972.716004139183,27072.096664930064,28649.961495585398,31930.46045528282,41577.12824471897,48130.770815070115,58818.06661438046,98988.90778158934,174685.17544888196,422955.75692298706,564919.6830669057,311131.96247839,328523.2744223343,582695.0739882459,721905.1718889136,921996.6525074468,838908.6514869418,574347.8633168088,161884.64392472184,224366.48174515367,260893.51944504134,370246.9004425302,796903.9054916734,1915620.0992950369,3794858.0695471345,4173856.498628179,3549807.9332924737,2706851.1728428863,1417776.0723396295,1283618.2076162023,1503722.1852746517,1201522.0532010468,1083025.8223667028,823376.5817721457,749226.0377311389,417194.00725178776,263671.67737325066,175582.85688958355,125256.87071426697,89920.92496482836,70324.03060789479,48789.05656314752,37219.45743486928,27598.391249874745,26062.112120871014,25656.668743037833,24729.916462089113,23717.938900368346,23197.249157191258,23099.402552526826,24165.780676867536,25857.315490319088,25687.982161240616,25063.310710836577,23864.737918980223,23419.412901736956,23669.556043502398,,
4.5,aldfly,1 (mono),2014-06-15,XC188813.mp3,58.9758,44100 (Hz),song,550 m,mp3,-123.1714,03:16,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",664.7077107520904,684.7227401679446,694.5379107799157,702.3804146648213,716.0236525366685,691.9528644435046,707.6018512028472,680.5294538925622,699.9236577701214,703.8349706215879,689.0011312751901,690.6616026767248,672.9694972040932,714.3333481826666,696.7661633516744,690.8407183105533,725.5438285139992,708.4008398543682,699.1827668125138,687.2128521218921,720.5777869600086,705.4928771428551,720.7730221704633,695.2928359792547,683.5910931471316,682.3663933741678,702.1603328834631,711.8546000348427,723.7499517817004,698.9091929662637,715.8514556749141,699.8273269924853,711.7838630773308,747.4667747425766,725.3628622871289,763.4565881540102,811.6549966497246,839.3656753159509,854.0181561710536,894.1396667954865,1014.3247449463605,1138.8246189701665,1362.2355443594251,1703.2741802051241,2198.510797440761,2798.5035796078687,3490.748542245904,4459.590107454702,5609.374718474469,6974.481738581581,8398.64983327833,9928.02819049904,10738.902515953663,12542.783106346442,16212.22023392522,19042.95579541866,21458.820221186506,23007.662522595263,24777.464988993688,25644.22567975982,22135.671078942127,26976.3734977649,28351.777304080122,30198.321216572178,35364.19393267864,46125.23646926955,61541.66105093926,80654.98983157949,101271.73740327022,118979.06303855337,134723.1218964139,153458.32284821715,182643.5740604541,230754.35017703217,278380.0736249421,307965.6710925775,281090.8141544372,272367.5081179436,268318.4654776464,280647.5143370836,331520.254516314,594488.7028360269,1284763.0560732798,2342828.2948293183,4870319.601959288,7449473.911941336,12253787.93875672,17247744.13947975,11871213.122271908,11185052.502274493,8704420.58983756,11177529.823717404,11770711.138022978,9412310.260696486,3920913.7326218714,1207793.314783756,575504.5033920604,531554.9714112593,449808.04478283384,335109.4151700654,232081.01017233141,141936.1776541728,119721.39852269593,105158.39846547092,81669.11521547928,65580.25553230027,43920.01307632178,35110.13470426989,30995.96768062632,30807.660392170186,30643.50851366518,34098.222764336584,34574.71057582381,33300.46430632487,32192.91278740423,28325.62745076564,25777.897739107553,24242.063746250995,,
4.5,aldfly,1 (mono),2014-06-15,XC189042.mp3,59.0988,44100 (Hz),song,500 m,mp3,-123.4621,18:29,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers),"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",397.93328887604207,374.27288063096114,352.35058225096975,330.62954569514915,299.29707251530317,320.44434064804517,273.88076781310906,321.47222644661593,305.3790854452466,333.73777049693774,270.546074759644,318.08002283546944,270.04766951092546,304.94157429686044,281.62738361727816,314.8616612959768,349.5052663935659,436.0448383645063,438.49681881222716,317.1116057255038,357.2513366718148,311.3371119141703,289.48531309002806,286.88284985178797,300.7817904661932,339.0570624469897,355.60396865647306,398.1598661017245,347.8279577006758,317.7263213842562,331.8047712377139,410.7322621159936,626.5526246359732,526.0100312710044,528.0327395226121,618.115743010171,660.315452676123,703.0902930226875,764.4067287553586,838.2218448602915,894.5593922075137,1087.502287463758,1323.1833819608237,1827.498171203414,3065.2439426472292,3949.512865217901,13432.944460188364,22456.324746242353,36743.98800960919,22219.275611283847,24291.550127235576,25945.346011975,17311.35926839601,16600.6902097019,15787.394696767857,17921.401978869508,23559.69993404046,25837.236936019697,39329.17505141337,34811.320759371294,32159.87676968924,31625.747631967562,34105.928668995424,33712.58831614806,38740.28018556035,46988.196633931824,65700.88531656524,83494.3062899513,81237.57973681316,96358.85593728922,101284.7871622758,106294.71940864879,108311.00133212878,114065.08096535156,122952.75358080317,123412.90355759584,130270.12363907663,123241.78316901278,154000.7660326885,180889.91227906488,301414.3299947758,282929.0870133134,463761.4311546435,543645.6631576513,763035.8013989277,1217580.5605935496,1330869.3672666573,1082150.478654946,1459021.9997055603,1552584.5864395488,1363011.1065418252,1589454.9101679358,2452217.372307391,1612536.683498654,1424119.3438591633,525876.4530137236,268226.9636135032,308780.5992277491,297941.5692295538,192780.35013525176,134272.8832131472,108563.53221969071,117343.85265304548,104369.69318686254,72729.69683082485,60915.397207568014,53443.33972537648,19533.960701505013,19011.900981710143,18560.007835191198,18172.413298048683,18856.468584850867,20602.815968208026,20278.460799818324,20007.818910605572,18228.834964896363,18072.946323310538,17995.41399025487,,
